num_utterances,num_speakers,duration_minutes,avg_utterance_length,total_words,utterances_per_minute
546,4,25.628833770751953,6.930402930402931,3784,21.304129750262152
932,4,32.76616617838542,6.515021459227468,6072,28.44397464524869
400,4,19.97066593170166,6.495,2598,20.02937715587318
671,4,29.97900047302246,8.031296572280178,5389,22.382333947518376
774,4,36.90000193913777,8.520671834625324,6595,20.97560865380501
441,4,20.946499665578205,6.832199546485261,3013,21.053636981872632
1209,4,45.54933268229167,5.206782464846981,6295,26.54265010714473
1062,4,42.98166569073995,5.037664783427496,5350,24.708209487302376
690,4,29.87250010172526,7.308695652173913,5043,23.098167131988717
1104,4,40.615831704934436,7.7518115942028984,8558,27.18151897073856
632,4,35.01900100708008,10.140822784810126,6409,18.04734520759811
582,4,27.767666880289713,8.144329896907216,4740,20.959629143819797
453,4,23.778166830539703,9.260485651214129,4195,19.051090154611302
360,4,22.794165929158527,8.272222222222222,2978,15.793514933550798
1091,4,34.123500188191734,5.538038496791934,6042,31.972101161461012
679,4,36.10599869092305,9.195876288659793,6244,18.80573934022489
630,4,37.64583349227905,7.36031746031746,4637,16.734919685845433
963,4,36.23699824015299,6.7632398753894085,6513,26.57504889389354
1675,5,85.48000228007635,9.76179104477612,16351,19.59522643099424
